mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.a.i	a	i		i	i						m	1	1	0, -3, 1		0	0
1	1	1/4	iio	a	i		iio	ii	o					o	1	1	2, -1, -4		2	2
2	2	0	i	a	i		i	i						m	1	1	0, -3, 1		0	0
2	2	1/8	i6	a	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
2	2	1/4	iv	a	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
2	2	3/8	V	a	i		V	V						M	1	1	1, 5, 2		1	1
3	3	0	i\\	a	i		i	i					\\	m	1	1	0, -3, 1		0	0
3	3	1/4	v.iio	a	v		iio	ii	o					o	1	1	2, -1, -4		2	2
4	4	0	i	a	v		i	i						m	1	1	0, -3, 1		0	0
4	4	1/8	i6	a	v		i6	i		6				m	1	1	-3, 1, 0		0	-3
4	4	1/4	iv	a	v		iv	iv						m	1	1	-1, -4, 0		-1	-1
4	4	3/8	V	a	v		V	V						M	1	1	1, 5, 2		1	1
5	5	0	i\\	a	v		i	i					\\	m	1	1	0, -3, 1		0	0
5	5	1/4	i.iio	a	i		iio	ii	o					o	1	1	2, -1, -4		2	2
6	6	0	i	a	i		i	i						m	1	1	0, -3, 1		0	0
6	6	1/8	i6	a	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
6	6	1/4	iv	a	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
6	6	3/8	V	a	i		V	V						M	1	1	1, 5, 2		1	1
7	7	0	i\\	a	i		i	i					\\	m	1	1	0, -3, 1		0	0
7	7	1/4	v.iio	a	v		iio	ii	o					o	1	1	2, -1, -4		2	2
8	8	0	i	a	v		i	i						m	1	1	0, -3, 1		0	0
8	8	1/8	i6	a	v		i6	i		6				m	1	1	-3, 1, 0		0	-3
8	8	1/4	iv	a	v		iv	iv						m	1	1	-1, -4, 0		-1	-1
8	8	3/8	V	a	v		V	V						M	1	1	1, 5, 2		1	1
9	9	0	i\\	a	v		i	i					\\	m	1	1	0, -3, 1		0	0
9	9	1/4	vo	a	v		vo	v	o					o	1	1	1, -2, -5		1	1
10	10	0	iv.V7	a	iv		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
10	10	1/4	ii%43	a	iv		ii%43	ii	%	43				%7	1	1	8, 0, 2, 1		2	8
11	11	0	V7\\	a	iv		V7	V		7			\\	Mm7	1	1	1, 5, 2, -1		1	1
12	12	1/4	iv%43	a	iv		iv%43	iv	%	43				%7	1	1	5, -3, -1, -2		-1	5
13	13	0	V7\\	a	iv		V7	V		7			\\	Mm7	1	1	1, 5, 2, -1		1	1
14	14	0	III.iv6	a	III		iv6	iv		6				m	1	0	-4, 0, -1		-1	-4
14	14	1/4	.bVII	a	III		bVII	bVII						M	1	0	-2, 2, -1		-2	-2
14	14	3/8	iv6	a	III		iv6	iv		6				m	1	0	-4, 0, -1		-1	-4
15	15	0	V7	a	III		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
16	16	1/4	.VII	a	III		VII	VII						M	1	0	5, 9, 6		5	5
16	16	7/16	iv6	a	III		iv6	iv		6				m	1	0	-4, 0, -1		-1	-4
17	17	0	V7\\	a	III		V7	V		7			\\	Mm7	1	0	1, 5, 2, -1		1	1
17	17	7/16	i.V6	a	i		V6	V		6				M	1	1	5, 2, 1		1	5
18	18	0	i	a	i		i	i						m	1	1	0, -3, 1		0	0
18	18	1/8	i6	a	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
18	18	1/4	iv	a	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
18	18	3/8	V	a	i		V	V						M	1	1	1, 5, 2		1	1
19	19	0	i\\	a	i		i	i					\\	m	1	1	0, -3, 1		0	0
20	20	0	v.i	a	v		i	i						m	1	1	0, -3, 1		0	0
20	20	1/8	i6	a	v		i6	i		6				m	1	1	-3, 1, 0		0	-3
20	20	1/4	iv	a	v		iv	iv						m	1	1	-1, -4, 0		-1	-1
20	20	3/8	V	a	v		V	V						M	1	1	1, 5, 2		1	1
21	21	0	i\\	a	v		i	i					\\	m	1	1	0, -3, 1		0	0
21	21	1/4	i.iio	a	i		iio	ii	o					o	1	1	2, -1, -4		2	2
22	22	0	i	a	i		i	i						m	1	1	0, -3, 1		0	0
22	22	1/8	i6	a	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
22	22	1/4	iv	a	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
22	22	3/8	V	a	i		V	V						M	1	1	1, 5, 2		1	1
23	23	0	i\\	a	i		i	i					\\	m	1	1	0, -3, 1		0	0
24	24	0	v.i	a	v		i	i						m	1	1	0, -3, 1		0	0
24	24	1/8	i6	a	v		i6	i		6				m	1	1	-3, 1, 0		0	-3
24	24	1/4	iv	a	v		iv	iv						m	1	1	-1, -4, 0		-1	-1
24	24	7/16	V	a	v		V	V						M	1	1	1, 5, 2		1	1
25	25	0	i\\	a	v		i	i					\\	m	1	1	0, -3, 1		0	0
25	25	1/4	vo	a	v		vo	v	o					o	1	1	1, -2, -5		1	1
26	26	0	iv.V7	a	iv		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
26	26	1/4	ii%43	a	iv		ii%43	ii	%	43				%7	1	1	8, 0, 2, 1		2	8
27	27	0	V7\\	a	iv		V7	V		7			\\	Mm7	1	1	1, 5, 2, -1		1	1
28	28	1/4	iv%43	a	iv		iv%43	iv	%	43				%7	1	1	5, -3, -1, -2		-1	5
29	29	0	V7\\	a	iv		V7	V		7			\\	Mm7	1	1	1, 5, 2, -1		1	1
30	30	0	III.iv6	a	III		iv6	iv		6				m	1	0	-4, 0, -1		-1	-4
30	30	1/4	.bVII	a	III		bVII	bVII						M	1	0	-2, 2, -1		-2	-2
30	30	3/8	iv6	a	III		iv6	iv		6				m	1	0	-4, 0, -1		-1	-4
31	31	0	V7\\	a	III		V7	V		7			\\	Mm7	1	0	1, 5, 2, -1		1	1
32	32	1/4	.bVII	a	III		bVII	bVII						M	1	0	-2, 2, -1		-2	-2
32	32	7/16	iv6	a	III		iv6	iv		6				m	1	0	-4, 0, -1		-1	-4
33	33	0	V7\\	a	III		V7	V		7			\\	Mm7	1	0	1, 5, 2, -1		1	1
33	33	7/16	i.V6	a	i		V6	V		6				M	1	1	5, 2, 1		1	5
34	34	0	i	a	i		i	i						m	1	1	0, -3, 1		0	0
34	34	1/8	iv	a	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
34	34	1/4	V(64)	a	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
34	34	3/8	V	a	i		V	V						M	1	1	1, 5, 2		1	1
35	35	0	iv6	a	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
36	36	0	i6	a	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
36	36	1/8	VI	a	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
36	36	1/4	iv7	a	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1	-1
36	36	3/8	V	a	i		V	V						M	1	1	1, 5, 2		1	1
37	37	0	i\\	a	i		i	i					\\	m	1	1	0, -3, 1		0	0
